genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Mystery']",xXx: State of the Union,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",36.689223,101.0,Prepare for the next level,5.755141196927117
"['Action', 'Fantasy', 'Science Fiction', 'Thriller', 'Horror']",Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",28.350927000000002,87.0,Vampire Killer,5.925824313016894
"['Adventure', 'Animation', 'Family']",Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",18.815442,86.0,,6.301995537108327
"['Fantasy', 'Drama', 'Romance', 'Mystery']",Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",22.736038,118.0,This is not a true story. This is true love.,6.154522988927964
"['Action', 'Adventure', 'Fantasy', 'Drama', 'Romance', 'Mystery']",The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",45.514031,130.0,You have been chosen,6.206236280598816
"['Adventure', 'Science Fiction', 'Family', 'Comedy']",Meet Dave,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",18.676291,90.0,There's a Whole Other World Going on Inside of Him.,5.938310292489289
"['Adventure', 'Fantasy', 'Family']",Inkheart,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",27.018886,106.0,Every story ever written is just waiting to become real.,6.145771686966024
"['Action', 'Science Fiction', 'Crime', 'Thriller', 'Comedy']",The Spirit,"Down these mean streets a man must come. A hero born, murdered, and born again. When a Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City, the Octopus who kills anyone unfortunate enough to see his face who has other plans. He's going to wipe out the entire city.",14.84856,103.0,I'm gonna kill you all kinds of dead.,5.907876553498741
"['Adventure', 'Comedy']",Mortdecai,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",52.417528999999995,106.0,Sophistication Has a Name.,5.843444414171346
"['Action', 'Adventure', 'Fantasy', 'Drama']",In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",15.406173,127.0,Rise and fight,5.8954648099831815
"['Action', 'Adventure', 'Comedy']",Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",514.5699559999999,108.0,Witness the beginning of a happy ending,7.277903296698622
"['Action', 'War']",American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,133.0,The most lethal sniper in U.S. history.,7.138869430751179
"['Adventure', 'Comedy', 'Horror']",Goosebumps,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",45.351617,103.0,The stories are alive.,6.207913472589725
"['Science Fiction', 'Family', 'Comedy', 'Romance']",The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",6.248309,90.0,Get ready to rock!,6.040014833549433
"['Drama', 'Comedy', 'Romance']",Leatherheads,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",7.739275999999999,114.0,"If Love Is a Game, Who'll Make the First Pass?",6.166135565829747
"['Western', 'Comedy']",The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",19.694695,119.0,,5.905127701596975
['Comedy'],The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,1.551497,119.0,Hiring them was a brilliant mistake.,6.149335858779112
"['Action', 'Adventure', 'Science Fiction', 'Horror']",Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.143764,97.0,She's back...And she's bringing a few of her friends.,5.999108841003813
"['Action', 'Adventure', 'Drama', 'War', 'History']",Red Tails,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",12.29603,125.0,High-Octane Action and Daring Dogfights!,6.175319935857646
['Comedy'],That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",21.723897,116.0,The story of a child… and his son.,6.025516447600588
"['Action', 'Crime', 'Drama', 'Comedy']",After the Sunset,"Two master thieves (Brosnan and Hayek) are finally retiring after one last succesful mission. Residing in their own tropical paradise, their old nemesis, FBI Agent Stan P. Lloyd shows up to make sure they really are retired. Docked in the port is an ocean liner called the ""Diamond Cruise"" and Stan is convinced that they're not really retired at all, and that this is the next set up.",14.113066,97.0,Who will walk away?,6.1816268196471835
"['Action', 'Fantasy', 'Thriller']",Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",48.622278,95.0,He Rides Again.,5.4971884470734285
